epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
21,2020-05-17,24,PB,Alagoa Grande,2500304,city,21,73.69455,0,0,0,0.0,28496,True,False
21,2020-05-17,26,PB,Alagoa Nova,2500403,city,3,14.38918,1,1,1,0.3333,20849,True,False
21,2020-05-17,14,PB,Alagoinha,2500502,city,14,96.62503,0,0,0,0.0,14489,True,False
21,2020-05-17,19,PB,Alhandra,2500601,city,56,285.88932,3,3,0,0.0536,19588,True,False
21,2020-05-17,3,PB,Amparo,2500734,city,5,223.41376,0,0,0,0.0,2238,True,False
21,2020-05-17,20,PB,Araçagi,2500809,city,13,76.52911,0,0,0,0.0,16987,True,False
21,2020-05-17,3,PB,Arara,2500908,city,1,7.4239,0,0,0,0.0,13470,True,False
21,2020-05-17,23,PB,Areia,2501104,city,13,56.97007,0,0,0,0.0,22819,True,False
21,2020-05-17,5,PB,Areial,2501203,city,1,14.2898,0,0,0,0.0,6998,True,False
21,2020-05-17,8,PB,Aroeiras,2501302,city,5,26.10557,0,0,0,0.0,19153,True,False
21,2020-05-17,11,PB,Baía da Traição,2501401,city,18,200.15568,0,0,0,0.0,8993,True,False
21,2020-05-17,10,PB,Bananeiras,2501500,city,8,37.52697,0,0,0,0.0,21318,True,False
21,2020-05-17,8,PB,Barra de Santana,2501575,city,4,47.85261,0,0,0,0.0,8359,True,False
21,2020-05-17,26,PB,Barra de São Miguel,2501708,city,1,16.56726,0,0,0,0.0,6036,True,False
21,2020-05-17,40,PB,Bayeux,2501807,city,94,97.02725,8,8,0,0.0851,96880,True,False
21,2020-05-17,6,PB,Belém,2501906,city,7,39.60172,0,0,0,0.0,17676,True,False
21,2020-05-17,2,PB,Boa Vista,2502151,city,1,14.18239,0,0,0,0.0,7051,True,False
21,2020-05-17,28,PB,Bom Jesus,2502201,city,1,39.04725,0,0,0,0.0,2561,True,False
21,2020-05-17,23,PB,Boqueirão,2502508,city,2,11.23343,0,1,0,0.5,17804,True,False
21,2020-05-17,11,PB,Borborema,2502706,city,1,19.00057,0,0,0,0.0,5263,True,False
21,2020-05-17,24,PB,Brejo do Cruz,2502805,city,1,7.08115,0,1,0,1.0,14122,True,False
21,2020-05-17,24,PB,Caaporã,2503001,city,129,590.98406,12,2,1,0.0155,21828,True,False
21,2020-05-17,47,PB,Cabedelo,2503209,city,193,284.92973,1,6,0,0.0311,67736,True,False
21,2020-05-17,2,PB,Cacimba de Dentro,2503506,city,2,11.6367,0,0,0,0.0,17187,True,False
21,2020-05-17,17,PB,Caiçara,2503605,city,10,138.8696,0,0,0,0.0,7201,True,False
21,2020-05-17,27,PB,Cajazeiras,2503704,city,29,46.77948,0,1,0,0.0345,61993,True,False
21,2020-05-17,10,PB,Cajazeirinhas,2503753,city,1,31.31851,0,0,0,0.0,3193,True,False
21,2020-05-17,52,PB,Campina Grande,2504009,city,290,70.77814,10,5,0,0.0172,409731,True,False
21,2020-05-17,13,PB,Capim,2504033,city,7,107.31259,0,0,0,0.0,6523,True,False
21,2020-05-17,17,PB,Casserengue,2504157,city,1,13.39047,0,0,0,0.0,7468,True,False
21,2020-05-17,20,PB,Catingueira,2504207,city,1,20.27575,0,0,0,0.0,4932,True,False
21,2020-05-17,1,PB,Catolé do Rocha,2504306,city,2,6.5475,2,0,0,0.0,30546,True,False
21,2020-05-17,2,PB,Caturité,2504355,city,1,20.61006,0,0,0,0.0,4852,True,False
21,2020-05-17,4,PB,Conceição,2504405,city,2,10.5363,1,0,0,0.0,18982,True,False
21,2020-05-17,12,PB,Condado,2504504,city,20,300.57109,0,0,0,0.0,6654,True,False
21,2020-05-17,27,PB,Conde,2504603,city,41,166.19376,6,1,0,0.0244,24670,True,False
21,2020-05-17,30,PB,Congo,2504702,city,10,208.94275,0,1,0,0.1,4786,True,False
21,2020-05-17,26,PB,Coremas,2504801,city,11,71.22046,3,0,0,0.0,15445,True,False
21,2020-05-17,24,PB,Coxixola,2504850,city,3,156.16866,0,0,0,0.0,1921,True,False
21,2020-05-17,27,PB,Cruz do Espírito Santo,2504900,city,58,334.89231,0,3,0,0.0517,17319,True,False
21,2020-05-17,6,PB,Cuité,2505105,city,1,4.9169,0,0,0,0.0,20338,True,False
21,2020-05-17,7,PB,Cuité de Mamanguape,2505238,city,1,15.74059,0,0,0,0.0,6353,True,False
21,2020-05-17,11,PB,Cuitegi,2505204,city,5,73.49699,0,1,0,0.2,6803,True,False
21,2020-05-17,4,PB,Curral de Cima,2505279,city,1,19.13143,0,0,0,0.0,5227,True,False
21,2020-05-17,7,PB,Duas Estradas,2505808,city,1,27.80868,0,0,0,0.0,3596,True,False
21,2020-05-17,22,PB,Esperança,2506004,city,11,33.32626,0,0,0,0.0,33007,True,False
21,2020-05-17,8,PB,Gado Bravo,2506251,city,5,60.12506,1,1,0,0.2,8316,True,False
21,2020-05-17,25,PB,Guarabira,2506301,city,166,282.15457,21,1,1,0.006,58833,True,False
21,2020-05-17,23,PB,Gurinhém,2506400,city,7,49.54349,0,0,0,0.0,14129,True,False
21,2020-05-17,56,PB,Igaracy,2502607,city,2,32.69577,1,0,0,0.0,6117,True,False
21,2020-05-17,17,PB,Imaculada,2506707,city,4,33.84381,0,0,0,0.0,11819,True,False
21,2020-05-17,8,PB,Ingá,2506806,city,2,11.04789,1,0,0,0.0,18103,True,False
21,2020-05-17,27,PB,Itabaiana,2506905,city,22,89.8803,0,0,0,0.0,24477,True,False
21,2020-05-17,24,PB,Itaporanga,2507002,city,4,16.19958,1,1,0,0.25,24692,True,False
21,2020-05-17,26,PB,Itapororoca,2507101,city,18,96.44235,0,1,0,0.0556,18664,True,False
21,2020-05-17,6,PB,Itatuba,2507200,city,12,109.46907,4,1,0,0.0833,10962,True,False
21,2020-05-17,4,PB,Jacaraú,2507309,city,2,13.85905,0,0,0,0.0,14431,True,False
21,2020-05-17,61,PB,João Pessoa,2507507,city,1697,209.76125,157,75,3,0.0442,809015,True,False
21,2020-05-17,10,PB,Joca Claudino,2513653,city,1,37.93627,0,0,0,0.0,2636,True,False
21,2020-05-17,7,PB,Juarez Távora,2507606,city,4,50.40323,0,0,0,0.0,7936,True,False
21,2020-05-17,12,PB,Juazeirinho,2507705,city,15,82.54912,0,0,0,0.0,18171,True,False
21,2020-05-17,45,PB,Junco do Seridó,2507804,city,3,41.95804,0,1,0,0.3333,7150,True,False
21,2020-05-17,11,PB,Juripiranga,2507903,city,17,158.05132,0,0,0,0.0,10756,True,False
21,2020-05-17,7,PB,Lagoa de Dentro,2508208,city,3,38.86514,1,0,0,0.0,7719,True,False
21,2020-05-17,21,PB,Lagoa Seca,2508307,city,8,29.08774,0,1,0,0.125,27503,True,False
21,2020-05-17,2,PB,Lastro,2508406,city,1,36.53635,0,0,0,0.0,2737,True,False
21,2020-05-17,2,PB,Logradouro,2508554,city,3,69.25208,0,0,0,0.0,4332,True,False
21,2020-05-17,20,PB,Lucena,2508604,city,29,221.71254,0,0,0,0.0,13080,True,False
21,2020-05-17,7,PB,Malta,2508802,city,4,69.4565,0,0,0,0.0,5759,True,False
21,2020-05-17,18,PB,Mamanguape,2508901,city,16,35.64904,0,0,0,0.0,44882,True,False
21,2020-05-17,21,PB,Mari,2509107,city,45,206.07226,3,2,0,0.0444,21837,True,False
21,2020-05-17,23,PB,Marizópolis,2509156,city,4,60.45036,0,1,0,0.25,6617,True,False
21,2020-05-17,12,PB,Massaranduba,2509206,city,6,43.10964,0,0,0,0.0,13918,True,False
21,2020-05-17,14,PB,Mataraca,2509305,city,1,11.85677,0,0,0,0.0,8434,True,False
21,2020-05-17,13,PB,Matinhas,2509339,city,1,22.22222,0,0,0,0.0,4500,True,False
21,2020-05-17,8,PB,Maturéia,2509396,city,1,15.22302,0,0,0,0.0,6569,True,False
21,2020-05-17,6,PB,Mogeiro,2509404,city,1,7.52785,0,1,0,1.0,13284,True,False
21,2020-05-17,17,PB,Monteiro,2509701,city,11,33.11059,0,0,0,0.0,33222,True,False
21,2020-05-17,15,PB,Mulungu,2509800,city,6,60.59382,3,0,0,0.0,9902,True,False
21,2020-05-17,7,PB,Natuba,2509909,city,1,9.56572,0,0,0,0.0,10454,True,False
21,2020-05-17,14,PB,Nova Floresta,2510105,city,1,9.40026,0,0,0,0.0,10638,True,False
21,2020-05-17,5,PB,Nova Olinda,2510204,city,1,16.80955,0,0,0,0.0,5949,True,False
21,2020-05-17,4,PB,Olho d'Água,2510402,city,1,15.32332,0,0,0,0.0,6526,True,False
21,2020-05-17,2,PB,Passagem,2510709,city,1,41.3394,0,0,0,0.0,2419,True,False
21,2020-05-17,49,PB,Patos,2510808,city,253,235.11919,19,14,1,0.0553,107605,True,False
21,2020-05-17,24,PB,Pedras de Fogo,2511202,city,68,238.94863,3,3,1,0.0441,28458,True,False
21,2020-05-17,16,PB,Piancó,2511301,city,8,49.76672,2,2,0,0.25,16075,True,False
21,2020-05-17,5,PB,Picuí,2511400,city,1,5.34674,0,0,0,0.0,18703,True,False
21,2020-05-17,17,PB,Pilar,2511509,city,15,125.87061,0,0,0,0.0,11917,True,False
21,2020-05-17,13,PB,Pilões,2511608,city,1,15.07159,0,0,0,0.0,6635,True,False
21,2020-05-17,17,PB,Pilõezinhos,2511707,city,9,180.86817,0,0,0,0.0,4976,True,False
21,2020-05-17,14,PB,Pirpirituba,2511806,city,7,66.16883,0,0,0,0.0,10579,True,False
21,2020-05-17,17,PB,Pitimbu,2511905,city,34,178.33727,5,0,0,0.0,19065,True,False
21,2020-05-17,11,PB,Pocinhos,2512002,city,1,5.38677,0,0,0,0.0,18564,True,False
21,2020-05-17,32,PB,Pombal,2512101,city,6,18.29213,0,0,0,0.0,32801,True,False
21,2020-05-17,18,PB,Princesa Isabel,2512309,city,4,17.13429,0,0,0,0.0,23345,True,False
21,2020-05-17,8,PB,Puxinanã,2512408,city,1,7.30994,0,0,0,0.0,13680,True,False
21,2020-05-17,30,PB,Queimadas,2512507,city,17,38.66536,0,0,0,0.0,43967,True,False
21,2020-05-17,5,PB,Quixaba,2512606,city,1,51.12474,0,0,0,0.0,1956,True,False
21,2020-05-17,13,PB,Remígio,2512705,city,16,81.54528,0,0,0,0.0,19621,True,False
21,2020-05-17,11,PB,Riachão do Bacamarte,2512754,city,16,353.904,2,0,0,0.0,4521,True,False
21,2020-05-17,31,PB,Riachão do Poço,2512762,city,1,22.17787,0,1,0,1.0,4509,True,False
21,2020-05-17,19,PB,Riacho dos Cavalos,2512804,city,2,23.45766,0,0,0,0.0,8526,True,False
21,2020-05-17,18,PB,Rio Tinto,2512903,city,16,66.18134,0,0,0,0.0,24176,True,False
21,2020-05-17,4,PB,Salgado de São Félix,2513109,city,4,32.94893,0,0,0,0.0,12140,True,False
21,2020-05-17,19,PB,Santa Helena,2513307,city,1,16.98081,0,0,0,0.0,5889,True,False
21,2020-05-17,12,PB,Santa Luzia,2513406,city,5,32.50553,1,1,1,0.2,15382,True,False
21,2020-05-17,41,PB,Santa Rita,2513703,city,306,224.03467,3,40,2,0.1307,136586,True,False
21,2020-05-17,7,PB,Santa Teresinha,2513802,city,1,21.86748,0,0,0,0.0,4573,True,False
21,2020-05-17,31,PB,São Bento,2513901,city,14,41.13896,0,2,0,0.1429,34031,True,False
21,2020-05-17,34,PB,São João do Rio do Peixe,2500700,city,6,33.27049,0,0,0,0.0,18034,True,False
21,2020-05-17,2,PB,São José de Caiana,2514305,city,3,47.17723,2,0,0,0.0,6359,True,False
21,2020-05-17,17,PB,São José de Espinharas,2514404,city,2,42.71679,0,0,0,0.0,4682,True,False
21,2020-05-17,19,PB,São José de Piranhas,2514503,city,4,19.75211,0,1,0,0.25,20251,True,False
21,2020-05-17,20,PB,São José do Bonfim,2514602,city,2,56.22716,0,0,0,0.0,3557,True,False
21,2020-05-17,7,PB,São José do Sabugi,2514701,city,35,845.20647,0,0,0,0.0,4141,True,False
21,2020-05-17,8,PB,São José dos Ramos,2514453,city,4,67.14789,0,0,0,0.0,5957,True,False
