epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
38,2020-09-15,135,AM,Alvarães,1300029,city,1209,7536.9366,0,13,0,0.0108,16041,False,True
38,2020-09-15,145,AM,Amaturá,1300060,city,681,5903.25936,0,9,0,0.0132,11536,False,True
38,2020-09-15,155,AM,Anamã,1300086,city,738,5420.89026,0,0,0,0.0,13614,False,True
38,2020-09-15,171,AM,Anori,1300102,city,760,3617.32508,0,11,0,0.0145,21010,False,True
38,2020-09-15,131,AM,Apuí,1300144,city,208,946.6163,0,0,0,0.0,21973,False,True
38,2020-09-15,139,AM,Atalaia do Norte,1300201,city,944,4738.71794,0,4,0,0.0042,19921,False,True
38,2020-09-15,149,AM,Autazes,1300300,city,1282,3240.23758,0,36,0,0.0281,39565,False,True
38,2020-09-15,147,AM,Barcelos,1300409,city,2560,9308.41393,0,25,0,0.0098,27502,False,True
38,2020-09-15,137,AM,Barreirinha,1300508,city,942,2939.98315,0,12,0,0.0127,32041,False,True
38,2020-09-15,147,AM,Benjamin Constant,1300607,city,1545,3594.36069,0,38,0,0.0246,42984,False,True
38,2020-09-15,148,AM,Beruri,1300631,city,733,3724.78276,0,10,0,0.0136,19679,False,True
38,2020-09-15,136,AM,Boa Vista do Ramos,1300680,city,333,1733.74291,0,2,0,0.006,19207,False,True
38,2020-09-15,174,AM,Boca do Acre,1300706,city,1237,3605.57304,0,12,0,0.0097,34308,False,True
38,2020-09-15,142,AM,Borba,1300805,city,708,1720.07483,0,22,0,0.0311,41161,False,True
38,2020-09-15,145,AM,Caapiranga,1300839,city,297,2270.46862,0,7,0,0.0236,13081,False,True
38,2020-09-15,150,AM,Canutama,1300904,city,382,2444.17429,0,0,0,0.0,15629,False,True
38,2020-09-15,153,AM,Carauari,1301001,city,1181,4174.02983,0,11,0,0.0093,28294,False,True
38,2020-09-15,158,AM,Careiro,1301100,city,1378,3638.86028,0,17,0,0.0123,37869,False,True
38,2020-09-15,169,AM,Careiro da Várzea,1301159,city,182,602.15054,0,4,0,0.022,30225,False,True
38,2020-09-15,152,AM,Coari,1301209,city,6990,8214.15561,0,105,0,0.015,85097,False,True
38,2020-09-15,145,AM,Codajás,1301308,city,247,862.52052,0,4,0,0.0162,28637,False,True
38,2020-09-15,138,AM,Eirunepé,1301407,city,2159,6120.82896,0,10,0,0.0046,35273,False,True
38,2020-09-15,111,AM,Envira,1301506,city,373,1861.92782,0,1,0,0.0027,20033,False,True
38,2020-09-15,145,AM,Fonte Boa,1301605,city,799,4537.45244,0,19,0,0.0238,17609,False,True
38,2020-09-15,125,AM,Guajará,1301654,city,921,5522.24487,0,14,0,0.0152,16678,False,True
38,2020-09-15,143,AM,Humaitá,1301704,city,3118,5660.85694,0,74,0,0.0237,55080,False,True
38,2020-09-15,111,AM,Ipixuna,1301803,city,1744,5874.22951,0,5,0,0.0029,29689,False,True
38,2020-09-15,164,AM,Iranduba,1301852,city,1874,3880.23853,0,56,0,0.0299,48296,False,True
38,2020-09-15,171,AM,Itacoatiara,1301902,city,2088,2060.45176,0,66,0,0.0316,101337,False,True
38,2020-09-15,126,AM,Itamarati,1301951,city,567,7222.00994,0,6,0,0.0106,7851,False,True
38,2020-09-15,143,AM,Itapiranga,1302009,city,801,8756.01224,0,6,0,0.0075,9148,False,True
38,2020-09-15,128,AM,Japurá,1302108,city,440,15970.96189,0,1,0,0.0023,2755,False,True
38,2020-09-15,150,AM,Juruá,1302207,city,510,3466.55791,0,7,0,0.0137,14712,False,True
38,2020-09-15,163,AM,Jutaí,1302306,city,369,2577.35559,0,16,0,0.0434,14317,False,True
38,2020-09-15,155,AM,Lábrea,1302405,city,2627,5702.31609,0,36,0,0.0137,46069,False,True
38,2020-09-15,173,AM,Manacapuru,1302504,city,3838,3941.38246,0,153,0,0.0399,97377,False,True
38,2020-09-15,146,AM,Manaquiri,1302553,city,471,1467.06121,0,19,0,0.0403,32105,False,True
38,2020-09-15,187,AM,Manaus,1302603,city,45396,2079.74938,0,2428,0,0.0535,2182763,False,True
38,2020-09-15,161,AM,Manicoré,1302702,city,1388,2489.64144,0,33,0,0.0238,55751,False,True
38,2020-09-15,147,AM,Maraã,1302801,city,492,2699.73661,0,4,0,0.0081,18224,False,True
