epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
26,2020-06-23,61,AM,Tapauá,1304104,city,512,2984.37864,0,3,0,0.0059,17156,False,False
26,2020-06-23,75,AM,Tefé,1304203,city,2959,4944.10934,0,76,0,0.0257,59849,False,False
26,2020-06-23,83,AM,Tonantins,1304237,city,421,2244.73474,39,14,0,0.0333,18755,False,False
26,2020-06-23,40,AM,Uarini,1304260,city,451,3330.87149,22,6,0,0.0133,13540,False,False
26,2020-06-23,60,AM,Urucará,1304302,city,353,2171.50591,6,4,0,0.0113,16256,False,False
26,2020-06-23,59,AM,Urucurituba,1304401,city,350,1517.45068,11,2,0,0.0057,23065,False,False
26,2020-06-23,103,AM,,13,state,65073,1570.06821,1342,2686,15,0.0413,4144597,False,False
26,2020-06-22,50,AM,Alvarães,1300029,city,505,3148.18278,0,12,0,0.0238,16041,False,False
26,2020-06-22,60,AM,Amaturá,1300060,city,363,3146.67129,0,8,0,0.022,11536,False,False
26,2020-06-22,70,AM,Anamã,1300086,city,263,1931.83488,1,0,0,0.0,13614,False,False
26,2020-06-22,86,AM,Anori,1300102,city,566,2693.95526,0,9,0,0.0159,21010,False,False
26,2020-06-22,46,AM,Apuí,1300144,city,30,136.5312,0,0,0,0.0,21973,False,False
26,2020-06-22,54,AM,Atalaia do Norte,1300201,city,424,2128.40721,31,1,0,0.0024,19921,False,False
26,2020-06-22,64,AM,Autazes,1300300,city,872,2203.96815,4,27,0,0.031,39565,False,False
26,2020-06-22,62,AM,Barcelos,1300409,city,818,2974.32914,11,20,0,0.0244,27502,False,False
26,2020-06-22,52,AM,Barreirinha,1300508,city,528,1647.88864,2,6,0,0.0114,32041,False,False
26,2020-06-22,62,AM,Benjamin Constant,1300607,city,1414,3289.59613,0,27,0,0.0191,42984,False,False
26,2020-06-22,63,AM,Beruri,1300631,city,374,1900.50307,0,6,0,0.016,19679,False,False
26,2020-06-22,51,AM,Boa Vista do Ramos,1300680,city,151,786.17171,2,2,0,0.0132,19207,False,False
26,2020-06-22,89,AM,Boca do Acre,1300706,city,583,1699.31211,0,9,0,0.0154,34308,False,False
26,2020-06-22,57,AM,Borba,1300805,city,395,959.64627,0,17,1,0.043,41161,False,False
26,2020-06-22,60,AM,Caapiranga,1300839,city,137,1047.32054,1,4,0,0.0292,13081,False,False
26,2020-06-22,65,AM,Canutama,1300904,city,65,415.89353,0,0,0,0.0,15629,False,False
26,2020-06-22,68,AM,Carauari,1301001,city,458,1618.71775,14,6,0,0.0131,28294,False,False
26,2020-06-22,73,AM,Careiro,1301100,city,894,2360.77002,7,13,0,0.0145,37869,False,False
26,2020-06-22,84,AM,Careiro da Várzea,1301159,city,65,215.05376,1,4,0,0.0615,30225,False,False
26,2020-06-22,67,AM,Coari,1301209,city,3313,3893.20423,29,77,0,0.0232,85097,False,False
26,2020-06-22,60,AM,Codajás,1301308,city,117,408.56235,4,3,0,0.0256,28637,False,False
26,2020-06-22,53,AM,Eirunepé,1301407,city,347,983.75528,0,0,0,0.0,35273,False,False
26,2020-06-22,60,AM,Fonte Boa,1301605,city,472,2680.4475,0,16,0,0.0339,17609,False,False
26,2020-06-22,40,AM,Guajará,1301654,city,259,1552.944,0,1,0,0.0039,16678,False,False
26,2020-06-22,58,AM,Humaitá,1301704,city,511,927.74147,45,5,0,0.0098,55080,False,False
26,2020-06-22,26,AM,Ipixuna,1301803,city,3,10.10475,3,0,0,0.0,29689,False,False
26,2020-06-22,79,AM,Iranduba,1301852,city,1203,2490.88951,0,35,0,0.0291,48296,False,False
26,2020-06-22,86,AM,Itacoatiara,1301902,city,1340,1322.32057,15,52,0,0.0388,101337,False,False
26,2020-06-22,41,AM,Itamarati,1301951,city,223,2840.4025,0,1,0,0.0045,7851,False,False
26,2020-06-22,58,AM,Itapiranga,1302009,city,483,5279.84259,0,5,0,0.0104,9148,False,False
26,2020-06-22,43,AM,Japurá,1302108,city,221,8021.77858,2,1,1,0.0045,2755,False,False
26,2020-06-22,65,AM,Juruá,1302207,city,186,1264.27406,0,1,0,0.0054,14712,False,False
26,2020-06-22,78,AM,Jutaí,1302306,city,241,1683.31354,1,13,0,0.0539,14317,False,False
26,2020-06-22,70,AM,Lábrea,1302405,city,363,787.94851,18,3,0,0.0083,46069,False,False
26,2020-06-22,88,AM,Manacapuru,1302504,city,3090,3173.23393,7,123,1,0.0398,97377,False,False
26,2020-06-22,61,AM,Manaquiri,1302553,city,203,632.30026,0,9,0,0.0443,32105,False,False
26,2020-06-22,102,AM,Manaus,1302603,city,25153,1152.34682,50,1719,8,0.0683,2182763,False,False
26,2020-06-22,76,AM,Manicoré,1302702,city,153,274.43454,8,4,0,0.0261,55751,False,False
26,2020-06-22,62,AM,Maraã,1302801,city,190,1042.58121,0,2,0,0.0105,18224,False,False
26,2020-06-22,74,AM,Maués,1302900,city,858,1342.61795,12,30,0,0.035,63905,False,False
26,2020-06-22,61,AM,Nhamundá,1303007,city,132,623.43551,1,5,1,0.0379,21173,False,False
26,2020-06-22,62,AM,Nova Olinda do Norte,1303106,city,381,1019.31618,14,19,0,0.0499,37378,False,False
26,2020-06-22,85,AM,Novo Airão,1303205,city,207,1064.04852,0,5,0,0.0242,19454,False,False
26,2020-06-22,60,AM,Novo Aripuanã,1303304,city,368,1435.03354,0,8,0,0.0217,25644,False,False
26,2020-06-22,93,AM,Parintins,1303403,city,2285,1999.59746,12,71,2,0.0311,114273,False,False
26,2020-06-22,44,AM,Pauini,1303502,city,216,1111.91187,0,1,0,0.0046,19426,False,False
26,2020-06-22,76,AM,Presidente Figueiredo,1303536,city,862,2376.03021,4,20,0,0.0232,36279,False,False
26,2020-06-22,62,AM,Rio Preto da Eva,1303569,city,625,1874.23157,0,12,0,0.0192,33347,False,False
26,2020-06-22,66,AM,Santa Isabel do Rio Negro,1303601,city,137,544.60169,2,2,0,0.0146,25156,False,False
26,2020-06-22,89,AM,Santo Antônio do Içá,1303700,city,970,4490.32497,0,18,0,0.0186,21602,False,False
26,2020-06-22,78,AM,São Gabriel da Cachoeira,1303809,city,2553,5603.10772,6,43,0,0.0168,45564,False,False
26,2020-06-22,77,AM,São Paulo de Olivença,1303908,city,596,1516.57803,0,16,0,0.0268,39299,False,False
26,2020-06-22,59,AM,São Sebastião do Uatumã,1303957,city,178,1269.61484,0,1,0,0.0056,14020,False,False
26,2020-06-22,60,AM,Silves,1304005,city,152,1657.39832,1,4,0,0.0263,9171,False,False
26,2020-06-22,76,AM,Tabatinga,1304062,city,1267,1924.24519,13,70,0,0.0552,65844,False,False
26,2020-06-22,60,AM,Tapauá,1304104,city,512,2984.37864,0,3,0,0.0059,17156,False,False
