epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
23,2020-06-03,6,SC,Abdon Batista,4200051,city,1,39.01678,0,0,0,0.0,2563,False,True
23,2020-06-03,24,SC,Abelardo Luz,4200101,city,5,27.92672,0,0,0,0.0,17904,False,True
23,2020-06-03,9,SC,Agrolândia,4200200,city,9,82.84242,0,0,0,0.0,10864,False,True
23,2020-06-03,17,SC,Agronômica,4200309,city,10,183.5536,0,1,0,0.1,5448,False,True
23,2020-06-03,32,SC,Água Doce,4200408,city,6,83.97481,0,0,0,0.0,7145,False,True
23,2020-06-03,37,SC,Águas de Chapecó,4200507,city,21,323.77428,0,0,0,0.0,6486,False,True
23,2020-06-03,9,SC,Águas Frias,4200556,city,1,42.26543,0,0,0,0.0,2366,False,True
23,2020-06-03,59,SC,Águas Mornas,4200606,city,2,30.91668,0,0,0,0.0,6469,False,True
23,2020-06-03,9,SC,Alfredo Wagner,4200705,city,0,,0,0,0,0.0,10036,False,True
23,2020-06-03,33,SC,Alto Bela Vista,4200754,city,4,206.5049,0,0,0,0.0,1937,False,True
23,2020-06-03,21,SC,Anchieta,4200804,city,8,141.89429,0,0,0,0.0,5638,False,True
23,2020-06-03,58,SC,Anita Garibaldi,4201000,city,2,28.03869,0,0,0,0.0,7133,False,True
23,2020-06-03,69,SC,Antônio Carlos,4201208,city,22,258.42829,0,4,0,0.1818,8513,False,True
23,2020-06-03,49,SC,Arabutã,4201273,city,27,632.76307,0,0,0,0.0,4267,False,True
23,2020-06-03,37,SC,Araquari,4201307,city,30,78.68027,0,0,0,0.0,38129,False,True
23,2020-06-03,62,SC,Araranguá,4201406,city,67,98.20015,0,2,0,0.0299,68228,False,True
23,2020-06-03,49,SC,Armazém,4201505,city,26,299.74637,0,0,0,0.0,8674,False,True
23,2020-06-03,31,SC,Arvoredo,4201653,city,13,580.35714,0,1,0,0.0769,2240,False,True
23,2020-06-03,7,SC,Ascurra,4201703,city,1,12.60398,0,0,0,0.0,7934,False,True
23,2020-06-03,18,SC,Atalanta,4201802,city,3,93.45794,0,0,0,0.0,3210,False,True
23,2020-06-03,56,SC,Aurora,4201901,city,4,70.43494,0,0,0,0.0,5679,False,True
23,2020-06-03,71,SC,Balneário Arroio do Silva,4201950,city,30,229.51572,0,1,0,0.0333,13071,False,True
23,2020-06-03,41,SC,Balneário Barra do Sul,4202057,city,14,129.68967,0,0,0,0.0,10795,False,True
23,2020-06-03,78,SC,Balneário Camboriú,4202008,city,432,303.59464,0,2,0,0.0046,142295,False,True
23,2020-06-03,61,SC,Balneário Gaivota,4202073,city,8,72.86638,0,1,0,0.125,10979,False,True
23,2020-06-03,56,SC,Balneário Piçarras,4212809,city,65,280.81393,0,0,0,0.0,23147,False,True
23,2020-06-03,30,SC,Balneário Rincão,4220000,city,6,47.02194,0,0,0,0.0,12760,False,True
23,2020-06-03,56,SC,Barra Velha,4202107,city,20,68.56829,0,0,0,0.0,29168,False,True
23,2020-06-03,33,SC,Benedito Novo,4202206,city,10,85.82218,0,0,0,0.0,11652,False,True
23,2020-06-03,63,SC,Biguaçu,4202305,city,28,40.88725,0,0,0,0.0,68481,False,True
23,2020-06-03,74,SC,Blumenau,4202404,city,645,180.57161,0,4,0,0.0062,357199,False,True
